scene_id,im_id,obj_id,score,R,t,time
1346,67,9,1,-0.80562943 -0.5347994 0.25485435 -0.3733546 0.124332495 -0.91931915 0.4599647 -0.83578163 -0.29983574,-0.108102344 -0.19710988 0.91316295,-1
1346,71,9,1,-0.82847977 -0.506733 0.23841761 -0.33366963 0.10474206 -0.93685305 0.44976205 -0.8557165 -0.2558581,-0.10746628 -0.19773863 0.9125615,-1
1347,28,9,1,-0.2829693 0.9559494 0.07803091 0.69157326 0.25972748 -0.673994 -0.6645711 -0.13675551 -0.73460406,0.052793458 -0.017828614 0.98745215,-1
1347,32,9,1,-0.3317596 0.921234 0.20313373 0.70449066 0.38514918 -0.5961149 -0.6273981 -0.05466102 -0.7767778,0.03770926 -0.125266 0.99697965,-1
1347,36,9,1,-0.37398553 0.89828056 0.23070943 0.5988759 0.4238482 -0.6794853 -0.70815426 -0.11595136 -0.69647175,0.023450946 -0.20469815 1.0101639,-1
1347,40,9,1,-0.45247966 0.88843393 0.07711879 0.7181257 0.4142791 -0.5591675 -0.52873206 -0.19763093 -0.82546014,0.0013533492 -0.22978476 1.0097982,-1
1347,44,9,1,-0.37050447 0.9180957 0.14080699 0.6498135 0.36453056 -0.6669781 -0.6636782 -0.1556201 -0.73165125,-0.010900515 -0.23583324 1.0011507,-1
1347,48,9,1,-0.38372433 0.9076271 0.17020185 0.6581398 0.39808342 -0.6390474 -0.6477713 -0.1332014 -0.75009984,-0.011491061 -0.2346306 0.9987229,-1
1347,52,9,1,-0.3988483 0.9027605 0.16107008 0.62800986 0.39689267 -0.66938764 -0.6682242 -0.16583051 -0.7252425,-0.00973595 -0.23211244 0.9961295,-1
1347,56,9,1,-0.37035328 0.92332524 0.101533264 0.69699705 0.3484861 -0.62669975 -0.6140306 -0.16133192 -0.77261794,-0.0113819605 -0.22984312 0.99581957,-1
1347,60,9,1,-0.43584108 0.8943437 0.10095483 0.652482 0.39123464 -0.6490013 -0.6199273 -0.21699023 -0.75405926,-0.014844057 -0.22921312 0.99520475,-1
1347,64,9,1,-0.40019262 0.90700877 0.13107571 0.64121443 0.37931716 -0.6670551 -0.65474415 -0.18290287 -0.7333871,-0.016854133 -0.22868809 0.99124527,-1
1347,68,9,1,-0.4195115 0.89681613 0.1404666 0.6491006 0.40453812 -0.6442184 -0.6345695 -0.17908007 -0.7518323,-0.018049808 -0.22984296 0.9911527,-1
1348,25,9,1,-0.82457566 0.5576971 0.095125854 0.467669 0.7665369 -0.4401215 -0.318372 -0.31842607 -0.89288527,0.1744736 0.3096248 0.7937101,-1
1348,29,9,1,-0.8542831 0.5168971 -0.054934934 0.4913362 0.76847196 -0.40992635 -0.1696738 -0.37718466 -0.9104628,0.19174945 0.21367972 0.73261565,-1
1348,33,9,1,-0.8360858 0.46471322 0.29155132 0.4238511 0.8845997 -0.19450866 -0.34829694 -0.039051577 -0.93657047,0.2445272 0.13639703 0.6914022,-1
1348,37,9,1,-0.9539621 0.29081824 0.07335605 0.26789156 0.9361731 -0.22762726 -0.13487212 -0.19749632 -0.9709813,0.27512625 0.07646984 0.69281095,-1
1348,41,9,1,-0.9771857 0.20711099 0.04704299 0.1941107 0.9608049 -0.19792648 -0.08619189 -0.18427938 -0.9790873,0.28252414 0.05116465 0.69617754,-1
1348,45,9,1,-0.97298133 0.2245002 0.053916316 0.21276715 0.96252054 -0.16817915 -0.08965182 -0.15216357 -0.9842808,0.2762493 0.048826184 0.69802606,-1
1348,49,9,1,-0.9736956 0.22037485 0.057895076 0.20876788 0.9646554 -0.16079801 -0.09128464 -0.14448169 -0.9852879,0.27457577 0.05251205 0.6960403,-1
1348,53,9,1,-0.97198623 0.2309282 0.0437602 0.22246695 0.9639874 -0.14572805 -0.075837 -0.13191046 -0.98835635,0.26971743 0.05321049 0.6957148,-1
1348,57,9,1,-0.97610456 0.21025082 0.054904662 0.19902806 0.96643114 -0.16247699 -0.087222494 -0.14766696 -0.9851836,0.26698297 0.05192277 0.6976614,-1
1348,61,9,1,-0.97702724 0.20187554 0.06829323 0.19307205 0.97413576 -0.11739894 -0.09022686 -0.10151645 -0.9907338,0.2622819 0.05083703 0.6971622,-1
1348,65,9,1,-0.96873313 0.24654984 0.027736122 0.23704712 0.9527582 -0.1898961 -0.07324467 -0.17738388 -0.98141235,0.26375997 0.0486903 0.6971741,-1
1348,69,9,1,-0.9732722 0.22308582 0.05453361 0.20941943 0.95959306 -0.18794839 -0.0942587 -0.17150454 -0.9806638,0.26378295 0.046864614 0.6958039,-1
1349,26,9,1,-0.9076194 0.3901581 -0.15493107 0.40652376 0.90894103 -0.09254563 0.10471577 -0.14697936 -0.98358107,-0.09983242 0.14043349 0.89508486,-1
1349,30,9,1,-0.88627106 0.45850682 0.06553673 0.33899584 0.73855937 -0.5827622 -0.31560326 -0.4942686 -0.8099957,-0.124072105 0.14223488 0.7828431,-1
1349,34,9,1,-0.95107645 0.08991856 -0.29558125 0.30711913 0.37931767 -0.87280923 0.033637445 -0.92088693 -0.3883758,-0.17502722 0.13893981 0.69498724,-1
1349,38,9,1,-0.93409634 0.055675708 -0.35265306 0.34070268 0.43422517 -0.8338886 0.106703505 -0.8990821 -0.42457706,-0.18974736 0.15437521 0.6483892,-1
1349,42,9,1,-0.9406372 0.048604578 -0.33591554 0.32569203 0.407816 -0.85300106 0.09553198 -0.9117695 -0.39943704,-0.18773718 0.16327135 0.6326721,-1
1349,46,9,1,-0.93763965 0.10268538 -0.33209598 0.34206697 0.44248486 -0.82897365 0.061823953 -0.8908776 -0.45001656,-0.18209118 0.16047506 0.62852395,-1
1349,50,9,1,-0.93750054 0.12709054 -0.32394555 0.3441738 0.4760241 -0.809287 0.05135317 -0.8702006 -0.49001408,-0.1796997 0.15637968 0.6294295,-1
1349,54,9,1,-0.94572186 0.11997214 -0.3020213 0.32186106 0.47417673 -0.81948876 0.044895645 -0.87221736 -0.48705366,-0.17589521 0.15707994 0.6322697,-1
1349,58,9,1,-0.9448558 0.08392622 -0.31654996 0.3190295 0.45413888 -0.83185226 0.07394341 -0.8869692 -0.45587072,-0.17242187 0.15919586 0.6316202,-1
1349,62,9,1,-0.93936425 0.10208154 -0.32737473 0.33609524 0.4635945 -0.8198294 0.06807967 -0.8801475 -0.46979317,-0.17263761 0.16034779 0.63089454,-1
1349,66,9,1,-0.9405117 0.10117906 -0.32434627 0.33483154 0.43804485 -0.8342688 0.05766769 -0.8932409 -0.44586426,-0.17207982 0.16200557 0.6312555,-1
1349,70,9,1,-0.9355501 0.121081986 -0.33179095 0.3474756 0.48389173 -0.8031871 0.063299425 -0.866711 -0.49477795,-0.17140388 0.15944627 0.62860394,-1
1350,27,9,1,-0.3326441 0.91504174 0.2281369 0.52172816 0.38008386 -0.7637643 -0.78558743 -0.13503626 -0.6038357,-0.1076009 0.07402322 0.87198,-1
1350,31,9,1,-0.447894 0.889359 -0.09182365 0.4951147 0.16120055 -0.85374224 -0.7444813 -0.42784926 -0.51253545,-0.09521037 0.04864456 0.7739273,-1
1350,35,9,1,-0.47156394 0.8371227 -0.2772238 0.50450414 -0.0017335266 -0.8634075 -0.7232587 -0.5470124 -0.4215144,-0.09148761 0.033884924 0.6794317,-1
1350,39,9,1,-0.50765353 0.8189101 -0.2677202 0.5630253 0.08011788 -0.822547 -0.65214294 -0.56830215 -0.50173926,-0.071058 0.03862798 0.64205647,-1
1350,43,9,1,-0.49204543 0.8170859 -0.3004362 0.57190347 0.043190315 -0.8191831 -0.6563671 -0.5748958 -0.48854586,-0.060827892 0.036184914 0.63512164,-1
1350,47,9,1,-0.5327977 0.80041075 -0.2747167 0.56154484 0.09154284 -0.8223669 -0.6330829 -0.59242094 -0.49824035,-0.05925098 0.03319896 0.6365658,-1
1350,51,9,1,-0.52289414 0.80592775 -0.27760056 0.5504 0.07055347 -0.83191466 -0.6508774 -0.58779466 -0.48047468,-0.06008455 0.031131303 0.64016414,-1
1350,55,9,1,-0.4945797 0.81417394 -0.30415717 0.5701283 0.039776385 -0.82059216 -0.6560065 -0.57925683 -0.48385623,-0.056232065 0.030597828 0.6437206,-1
1350,59,9,1,-0.51092476 0.8044702 -0.30295786 0.5754069 0.05822338 -0.81579214 -0.6386413 -0.59113246 -0.4926455,-0.053953175 0.03148294 0.6436013,-1
1350,63,9,1,-0.5148511 0.80151856 -0.3041319 0.575561 0.060257867 -0.81553566 -0.6353407 -0.5949259 -0.4923467,-0.051673144 0.03181631 0.6430892,-1
1350,67,9,1,-0.48781914 0.82802695 -0.2764123 0.56822175 0.0608176 -0.8206249 -0.66268885 -0.55738 -0.50017095,-0.050435893 0.030387778 0.6426603,-1
1350,71,9,1,-0.4853099 0.8131623 -0.32131174 0.5746296 0.019655839 -0.81817746 -0.6589955 -0.58170485 -0.47680634,-0.051153 0.028117217 0.64333606,-1
1351,28,9,1,-0.9630167 -0.17552134 0.20442861 -0.18889354 -0.10124649 -0.9767642 0.19214065 -0.97925544 0.06434722,0.011228137 0.10875248 0.84642124,-1
1351,32,9,1,-0.78430164 -0.5623059 -0.26207444 -0.34001228 0.74295855 -0.5765451 0.51890516 -0.36307675 -0.7738945,0.08001304 0.036406927 0.8059835,-1
1351,36,9,1,-0.8594533 -0.50683224 -0.066790745 -0.39084652 0.73567265 -0.55319494 0.32951316 -0.4493403 -0.83037,0.1327302 -0.012876946 0.79693365,-1
1351,40,9,1,-0.8762665 -0.46755478 0.11640303 -0.44524512 0.6934165 -0.5665072 0.1841574 -0.5482392 -0.815794,0.15191454 -0.036898065 0.79018426,-1
1351,44,9,1,-0.9048372 -0.41293716 0.10369395 -0.39761066 0.7324882 -0.55259985 0.15223444 -0.5412427 -0.82697093,0.15152556 -0.045247182 0.7954583,-1
1351,48,9,1,-0.90763867 -0.4086231 0.09601638 -0.38881698 0.7322677 -0.5591111 0.15815604 -0.5448036 -0.82351416,0.14814726 -0.04528389 0.79808813,-1
1351,52,9,1,-0.8923821 -0.4463324 0.06664434 -0.40822437 0.73543763 -0.54081815 0.19237192 -0.50982225 -0.8384952,0.14368567 -0.04378733 0.7963148,-1
1351,56,9,1,-0.89474887 -0.44435507 0.044417724 -0.39582434 0.7430924 -0.53957087 0.20675458 -0.50036204 -0.84076774,0.14142856 -0.044368822 0.79949325,-1
1351,60,9,1,-0.9016326 -0.42256 0.09220457 -0.39724177 0.7247739 -0.5629403 0.1710486 -0.54419285 -0.82133824,0.14337242 -0.045731578 0.8039005,-1
1351,64,9,1,-0.90959066 -0.4075465 0.080937445 -0.384269 0.75099707 -0.53697383 0.15805802 -0.51952815 -0.83970726,0.14319089 -0.047222935 0.80441964,-1
1351,68,9,1,-0.8926872 -0.44560874 0.06739806 -0.40407503 0.7251515 -0.5575651 0.19958206 -0.5249651 -0.82739276,0.1426935 -0.051159084 0.80063367,-1
1352,20,10,1,0.46497464 0.859418 -0.21260121 -0.005881523 -0.23713553 -0.9714588 -0.8853044 0.4529541 -0.10520734,0.0108175855 0.045603525 0.8554159,-1
1352,24,10,1,0.6125305 0.7647228 -0.20001332 0.5409172 -0.5900359 -0.5993882 -0.5763809 0.25895292 -0.77506673,0.13683708 -0.03915991 0.8950767,-1
1352,28,10,1,0.48200804 0.8583422 -0.17583217 0.8474347 -0.50768864 -0.1552632 -0.22253697 -0.07416817 -0.97209895,0.23040691 -0.08198132 0.91458696,-1
1352,32,10,1,0.46035615 0.8147191 -0.35256898 0.8230354 -0.5405416 -0.17443445 -0.3326933 -0.20987478 -0.9193844,0.26465663 -0.09896184 0.91754764,-1
1352,36,10,1,0.43057677 0.83899343 -0.33270645 0.822978 -0.51630956 -0.23692092 -0.37055463 -0.17179744 -0.9127841,0.2719351 -0.09048699 0.911737,-1
1352,40,10,1,0.4075801 0.857084 -0.3150961 0.83751625 -0.48837185 -0.24507035 -0.36392996 -0.16401231 -0.9168724,0.27172717 -0.08820921 0.9077762,-1
1352,44,10,1,0.4203123 0.8547845 -0.30443573 0.807044 -0.5055236 -0.30516517 -0.41474986 -0.11742838 -0.9023265,0.27244964 -0.088120095 0.90450764,-1
1352,48,10,1,0.4336622 0.83771497 -0.3319197 0.8495994 -0.50285685 -0.15910941 -0.3001964 -0.21299905 -0.92979217,0.27283612 -0.088607855 0.9044243,-1
1352,52,10,1,0.39910927 0.85885936 -0.3210488 0.8077276 -0.4950351 -0.3201818 -0.4339216 -0.13153245 -0.8912975,0.2713313 -0.08925618 0.9038158,-1
1352,56,10,1,0.43240637 0.82406646 -0.36597726 0.85750145 -0.50131375 -0.11565399 -0.278776 -0.2638165 -0.92340934,0.2717391 -0.08859513 0.9033165,-1
1352,60,10,1,0.4602449 0.8249265 -0.32813248 0.862436 -0.50314337 -0.05523554 -0.21066298 -0.25757137 -0.9430154,0.27240598 -0.08868347 0.90470886,-1
1352,64,10,1,0.40299565 0.8596368 -0.3140366 0.8589107 -0.47372964 -0.1945576 -0.31601736 -0.19132353 -0.9292622,0.2723045 -0.09069418 0.9015382,-1
1352,68,10,1,0.41587636 0.85453457 -0.3111552 0.8672489 -0.4756381 -0.14713192 -0.27372658 -0.20866032 -0.93890077,0.27326012 -0.08904772 0.9006427,-1
1353,20,10,1,-0.37275043 -0.8145604 -0.44446427 0.7828028 -0.5332347 0.3207498 -0.49827382 -0.22836825 0.8364037,-0.09475939 0.08393023 0.91124666,-1
1353,24,10,1,-0.91933334 -0.010780618 -0.39333194 0.26954368 -0.7454998 -0.6095705 -0.28665733 -0.6664186 0.68826866,-0.09824368 -0.028414093 0.85972595,-1
1353,28,10,1,-0.030445062 -0.56821513 -0.8223166 0.3919463 -0.76359534 0.51312786 -0.91948426 -0.30668172 0.24595748,-0.087858915 -0.106300846 0.75598097,-1
1353,32,10,1,-0.11670537 -0.30431867 -0.9453941 0.8177873 -0.5695917 0.08239657 -0.5635634 -0.7635151 0.31534237,-0.092261784 -0.12742297 0.70623785,-1
1353,36,10,1,-0.2878201 -0.35731155 -0.88853145 0.83661324 -0.5453492 -0.051697165 -0.46608785 -0.75823665 0.45589402,-0.10090428 -0.118834026 0.6994435,-1
1353,40,10,1,-0.26397514 -0.3649079 -0.8928378 0.85456246 -0.51772285 -0.041062444 -0.4472585 -0.77382517 0.44850254,-0.10328559 -0.115427904 0.69950324,-1
1353,44,10,1,0.033614468 -0.4546678 -0.89002657 0.87654984 -0.41440526 0.24480335 -0.4801359 -0.7883816 0.38460898,-0.106772386 -0.11645634 0.7007243,-1
1353,48,10,1,0.1534867 -0.45454562 -0.8773996 0.86793816 -0.3624347 0.33959448 -0.47236124 -0.81365186 0.3388886,-0.10483384 -0.11825207 0.6989809,-1
1353,52,10,1,0.1925619 -0.48129517 -0.8551461 0.84926546 -0.3548358 0.39094716 -0.49159747 -0.80152756 0.34041953,-0.10504349 -0.11746744 0.699335,-1
1353,56,10,1,-0.036751386 -0.43733853 -0.89854574 0.85690284 -0.47641814 0.19683321 -0.5141662 -0.7627325 0.39226565,-0.106998116 -0.11880132 0.6986897,-1
1353,60,10,1,0.08806988 -0.43392992 -0.8966318 0.8963571 -0.3581061 0.26135033 -0.43449706 -0.8267194 0.3574178,-0.106956236 -0.11965371 0.69893676,-1
1353,64,10,1,-0.0120498855 -0.43077192 -0.90238035 0.87200433 -0.44617087 0.20134561 -0.4893499 -0.7844534 0.38101128,-0.1089299 -0.11725144 0.697464,-1
1353,68,10,1,0.07008708 -0.47743148 -0.8758692 0.87755644 -0.38798633 0.2817113 -0.47432318 -0.788369 0.39178023,-0.109577686 -0.11621778 0.6996963,-1
1354,20,10,1,0.48626727 0.74074864 -0.46350357 0.2456429 0.39316693 0.886047 0.83857244 -0.544712 0.009224559,0.15282734 -0.04193244 0.93030936,-1
1354,24,10,1,-0.5738324 -0.76697755 0.2871619 -0.1344189 -0.25767735 -0.9568354 0.80786633 -0.5876631 0.04476732,0.060770236 -0.142493 0.87011385,-1
1354,28,10,1,-0.44817713 -0.8876494 0.10590499 0.8079559 -0.45291135 -0.37693313 0.38255003 -0.083366245 0.9201661,-0.062430494 -0.1734184 0.8101602,-1
1354,32,10,1,-0.14123683 -0.7867573 0.600887 0.6910231 -0.51298773 -0.5092453 0.7089001 0.34330264 0.61612016,-0.110341065 -0.19815549 0.8195717,-1
1354,36,10,1,-0.18700649 -0.8045478 0.5636767 0.71226406 -0.5062181 -0.48623368 0.67654157 0.3105578 0.6677165,-0.11789147 -0.19665638 0.82480407,-1
1354,40,10,1,-0.089732125 -0.7642578 0.63863766 0.6997543 -0.50467056 -0.50561994 0.7087257 0.40151912 0.5800778,-0.11732982 -0.19665928 0.83537006,-1
1354,44,10,1,-0.12924354 -0.7767102 0.6164556 0.71847415 -0.501817 -0.48163754 0.6834406 0.3806589 0.62290275,-0.11590917 -0.19813709 0.83495814,-1
1354,48,10,1,-0.20936693 -0.8132144 0.5429989 0.71984273 -0.5040158 -0.47727832 0.6618096 0.29094753 0.6909107,-0.11497906 -0.19713873 0.83422166,-1
1354,52,10,1,-0.2058312 -0.8217289 0.5314086 0.7016474 -0.5024611 -0.5051967 0.6821469 0.26887622 0.6799862,-0.11488368 -0.19659308 0.8345435,-1
1354,56,10,1,-0.112138465 -0.7893121 0.603665 0.7013099 -0.49324584 -0.5146581 0.7039811 0.36564326 0.60886425,-0.11594901 -0.19992587 0.8355573,-1
1354,60,10,1,-0.17847693 -0.78771657 0.5896174 0.7435227 -0.5004536 -0.44353154 0.6444532 0.35923374 0.6750046,-0.115024775 -0.20036428 0.8335675,-1
1354,64,10,1,-0.16088514 -0.76517284 0.6233991 0.736822 -0.5133587 -0.4399501 0.6566652 0.38855273 0.64638805,-0.115332894 -0.20279248 0.8374125,-1
1354,68,10,1,-0.18703263 -0.7844659 0.5912969 0.7267831 -0.51546097 -0.45396727 0.66091233 0.3448379 0.6665446,-0.11393221 -0.20061694 0.83656794,-1
1355,20,10,1,0.954638 -0.016270928 0.2973241 0.14540964 -0.84588176 -0.5131667 0.25985074 0.53312224 -0.80514485,-0.018941319 0.010875503 0.8668373,-1
1355,24,10,1,0.6878771 -0.67624146 0.26367104 0.3724598 0.017077565 -0.9278912 0.62297565 0.736482 0.26362005,-0.04554791 -0.13195403 0.8571296,-1
1355,28,10,1,-0.119702786 0.26650503 0.9563714 -0.55985624 0.7774058 -0.28670755 -0.8198977 -0.5697502 0.056146838,-0.095369734 -0.24961595 0.8951464,-1
1355,32,10,1,0.3922218 0.79645944 -0.46023315 -0.48698848 -0.24466988 -0.8384384 -0.7803873 0.5529821 0.2919017,-0.09497539 -0.26567653 0.9374724,-1
1355,36,10,1,0.30839965 0.8820131 -0.35629025 -0.5660846 -0.1308409 -0.8138974 -0.76448536 0.45269608 0.45894274,-0.0950839 -0.26557416 0.9482943,-1
1355,40,10,1,0.30093324 0.8802813 -0.3668024 -0.5786297 -0.13719337 -0.8039687 -0.7580415 0.45418367 0.46807083,-0.093288764 -0.26119572 0.95140654,-1
1355,44,10,1,0.2000143 0.91137415 -0.35971022 -0.6196215 -0.16673681 -0.7669863 -0.7589884 0.3762924 0.53135735,-0.093608856 -0.25688952 0.9442244,-1
1355,48,10,1,0.20984548 0.9354246 -0.28450936 -0.4165424 -0.17772862 -0.8915744 -0.8845662 0.3056031 0.35234845,-0.090033114 -0.25721782 0.9454251,-1
1355,52,10,1,-0.22967763 0.9536128 -0.19460465 -0.31884834 -0.26263997 -0.9106899 -0.9195564 -0.14711572 0.36438033,-0.089177415 -0.25499886 0.9434301,-1
1355,56,10,1,-0.1968221 0.9746213 -0.10665071 -0.4372147 -0.18461326 -0.8802052 -0.8775559 -0.1266146 0.46245468,-0.087536015 -0.25285402 0.93859863,-1
1355,60,10,1,-0.4672349 0.8342702 -0.29271963 -0.42406312 -0.50197685 -0.7537836 -0.77579767 -0.22806242 0.5883243,-0.08705854 -0.2535471 0.9327265,-1
1355,64,10,1,-0.34439135 0.90491223 -0.25005686 -0.5451073 -0.40959397 -0.731499 -0.7643642 -0.1156141 0.6343349,-0.088179745 -0.2556372 0.938924,-1
1355,68,10,1,-0.20143853 0.95591414 -0.21366034 -0.383295 -0.27766517 -0.8809013 -0.901392 -0.09555251 0.42232952,-0.085538484 -0.2573357 0.94740015,-1
1356,20,10,1,0.7384243 0.6617967 -0.12943953 0.5660846 -0.71266496 -0.41431484 -0.36643925 0.23266643 -0.9008821,0.0032758152 0.2391423 0.7087816,-1
1356,24,10,1,0.8421862 0.5318994 -0.08834774 0.5372272 -0.841741 0.053468075 -0.04592628 -0.092492886 -0.9946536,0.080756366 0.11275207 0.65644395,-1
1356,28,10,1,0.067029 -0.86545295 -0.49648586 0.66487765 0.4097659 -0.62452346 0.7439387 -0.28824118 0.60288656,0.15547638 -0.00017125008 0.6815954,-1
1356,32,10,1,-0.0914201 -0.8848829 -0.45675442 0.464626 0.3677854 -0.80551636 0.8807753 -0.28586036 0.37751663,0.18939237 -0.03666531 0.69157547,-1
1356,36,10,1,-0.1413581 -0.9236595 -0.35618937 0.5683235 0.21888661 -0.7931563 0.81057155 -0.31454986 0.49399605,0.20098913 -0.032996897 0.69675744,-1
1356,40,10,1,-0.08452628 -0.9416478 -0.32581413 0.5513254 0.22817291 -0.80248207 0.8299974 -0.24746042 0.4998677,0.20392558 -0.025437238 0.69877696,-1
1356,44,10,1,-0.1394433 -0.92231166 -0.36041203 0.5344484 0.23630567 -0.81149524 0.833619 -0.30577922 0.45997667,0.20458885 -0.024554888 0.69526094,-1
1356,48,10,1,-0.1504847 -0.9177566 -0.3675281 0.48742595 0.25455758 -0.8352342 0.86009896 -0.3048327 0.40903142,0.2037993 -0.024803786 0.69499296,-1
1356,52,10,1,-0.25151202 -0.86491036 -0.4343637 0.48908478 0.2736953 -0.82818294 0.83518726 -0.42073864 0.35417685,0.20174988 -0.025909359 0.69483495,-1
1356,56,10,1,-0.15462323 -0.90273905 -0.40143955 0.5208312 0.27079874 -0.80956954 0.8395394 -0.3342605 0.42830297,0.20505853 -0.023909602 0.6942198,-1
1356,60,10,1,-0.16250019 -0.9045456 -0.3941966 0.56298316 0.24309862 -0.789907 0.8103355 -0.35028607 0.46974036,0.2050448 -0.025637591 0.6936769,-1
1356,64,10,1,-0.12691408 -0.9225528 -0.3644025 0.5381891 0.24455038 -0.80656534 0.8332138 -0.29848197 0.465471,0.20654109 -0.023696251 0.69291764,-1
1356,68,10,1,-0.13792361 -0.9050409 -0.4023405 0.47854513 0.29476702 -0.82710755 0.867163 -0.30661574 0.3924476,0.20675856 -0.023205005 0.6928918,-1
1357,20,10,1,-0.8201886 -0.5601126 0.11646706 -0.4349294 0.47822973 -0.7629762 0.37165463 -0.67643934 -0.635848,0.0629113 0.09330784 0.80674374,-1
1357,24,10,1,-0.8785974 -0.16868092 -0.44678113 0.3880623 0.2930991 -0.8737852 0.27834204 -0.94108427 -0.19205739,-0.022787992 0.11616866 0.66097003,-1
1357,28,10,1,-0.00045539308 -0.95342594 -0.3016269 0.99885315 -0.014874678 0.045509975 -0.047876995 -0.30126026 0.95233923,-0.07191333 0.15933678 0.55815727,-1
1357,32,10,1,0.20070894 -0.97960806 0.009175273 0.6749902 0.14507252 0.723424 -0.71000296 -0.13900445 0.69034314,-0.09203807 0.16435237 0.5229683,-1
1357,36,10,1,0.29407784 -0.9544927 -0.04961791 0.69189835 0.17678353 0.7000173 -0.65938973 -0.24019012 0.7124001,-0.09821756 0.1686758 0.52548325,-1
1357,40,10,1,0.225871 -0.97385657 0.024200302 0.68243045 0.17590944 0.70946777 -0.6951769 -0.14373317 0.7043222,-0.09908586 0.16908528 0.5302188,-1
1357,44,10,1,0.17692594 -0.98406065 -0.017939975 0.74607253 0.12220476 0.6545546 -0.64192915 -0.12919222 0.7558018,-0.10296205 0.1675197 0.5313174,-1
1357,48,10,1,0.16820428 -0.98518085 -0.03355619 0.7235289 0.10026858 0.682973 -0.6694873 -0.13915786 0.72967243,-0.10198221 0.1674276 0.5313403,-1
1357,52,10,1,0.13964015 -0.9884907 -0.058195665 0.8063367 0.079402216 0.5861027 -0.5747362 -0.12876877 0.80814415,-0.10192115 0.16688013 0.532305,-1
1357,56,10,1,0.18654428 -0.9812368 -0.048741233 0.6925393 0.09614599 0.7149443 -0.6968433 -0.16712399 0.6974805,-0.101555414 0.16556953 0.5291529,-1
1357,60,10,1,0.17455468 -0.9820796 -0.07106476 0.7157991 0.07700369 0.6940476 -0.67613775 -0.17201734 0.71641314,-0.102061205 0.16571559 0.5315513,-1
1357,64,10,1,0.17270486 -0.98277366 -0.06579403 0.6980408 0.074993655 0.71212006 -0.69491875 -0.16891351 0.69896793,-0.10319517 0.16474181 0.52963984,-1
1357,68,10,1,0.17653811 -0.9792117 -0.09989384 0.7464983 0.06704948 0.6620005 -0.64154077 -0.19143888 0.7428166,-0.10386781 0.16421013 0.53172976,-1
1358,20,10,1,-0.96774983 0.22843502 -0.10619618 0.18589418 0.3630747 -0.913028 -0.17001043 -0.90332395 -0.39383024,0.009007293 -0.032351863 0.9262013,-1
1358,24,10,1,-0.78560144 0.59949553 -0.1530868 0.5531447 0.5696254 -0.6079128 -0.27723882 -0.5622563 -0.77910626,0.025247019 -0.05439462 0.7869846,-1
1358,28,10,1,-0.08121561 -0.44788975 -0.8903924 0.99666977 -0.043051533 -0.0692535 -0.0073148324 -0.8930517 0.44989458,0.04136824 -0.025549494 0.6563374,-1
1358,32,10,1,0.08521593 -0.34743264 -0.93382484 0.99524176 0.07412219 0.063243106 0.047244422 -0.9347708 0.3520959,0.043824095 -0.018374112 0.61495394,-1
1358,36,10,1,0.22018997 -0.4855352 -0.8460331 0.97543555 0.10384226 0.19427378 -0.006472775 -0.86802787 0.4964733,0.039288405 -0.010688139 0.61182564,-1
1358,40,10,1,0.29340428 -0.53753996 -0.7905471 0.95540696 0.1360368 0.26209092 -0.033340864 -0.8321928 0.5534831,0.03709307 -0.008008462 0.61207265,-1
1358,44,10,1,0.30109617 -0.4453471 -0.84321237 0.9535264 0.13009179 0.27177867 -0.011340844 -0.88585675 0.46382034,0.03410005 -0.009854613 0.6126935,-1
1358,48,10,1,0.21723613 -0.43796134 -0.8723522 0.9761189 0.0970164 0.19436976 -0.0004939654 -0.8937436 0.44857785,0.034450583 -0.008562729 0.61080694,-1
1358,52,10,1,0.26321405 -0.43147406 -0.8628722 0.9639183 0.08077103 0.25364846 -0.03974766 -0.8985021 0.4371658,0.03473405 -0.007994741 0.6120105,-1
1358,56,10,1,0.29418442 -0.45471895 -0.8406463 0.9547442 0.099502675 0.28029045 -0.043806814 -0.8850593 0.4634124,0.034603525 -0.009809404 0.60983145,-1
1358,60,10,1,0.2698712 -0.42435202 -0.8643465 0.9620733 0.08172353 0.26026177 -0.039805148 -0.9018019 0.43031257,0.034268923 -0.011365592 0.6102148,-1
1358,64,10,1,0.30002716 -0.434146 -0.84941214 0.95198244 0.079388246 0.2956804 -0.060935102 -0.8973376 0.437118,0.03219065 -0.010772895 0.60893387,-1
1358,68,10,1,0.30369622 -0.4705548 -0.82846045 0.9522087 0.12008843 0.28085104 -0.032667298 -0.87416065 0.4845368,0.030308634 -0.010593183 0.61063796,-1
1359,20,10,1,0.5068408 0.85909474 -0.071193635 0.5222956 -0.37174013 -0.7674741 -0.6857985 0.3518031 -0.6371145,-0.13540812 0.03638629 0.9116736,-1
1359,24,10,1,0.7637244 0.63928604 0.08965803 0.6404722 -0.76775527 0.018637346 0.080750026 0.043189675 -0.99579823,-0.017296903 -0.067445986 0.864458,-1
1359,28,10,1,0.566722 0.82379985 0.013418465 0.7786982 -0.5408737 0.3179383 0.2691752 -0.16973369 -0.94801646,0.07950526 -0.12583011 0.83203834,-1
1359,32,10,1,0.5055588 0.82407486 -0.25556046 0.8158284 -0.36019662 0.45241857 0.28077468 -0.43721765 -0.85440415,0.12442388 -0.14333168 0.81783813,-1
